// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 6 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:36 (36.22 sec)   *****
// Found 6 benchmarks:
//   InterpolationBenchmark.Interpolation: .NET 5.0(Runtime=.NET 5.0)
//   InterpolationBenchmark.Interpolation: .NET 6.0(Runtime=.NET 6.0)
//   InterpolationBenchmark.Interpolation: .NET 7.0(Runtime=.NET 7.0)
//   InterpolationBenchmark.Interpolation: .NET 8.0(Runtime=.NET 8.0)
//   InterpolationBenchmark.Interpolation: .NET Core 3.1(Runtime=.NET Core 3.1)
//   InterpolationBenchmark.Interpolation: .NET Framework 4.8.1(Runtime=.NET Framework 4.8.1)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: InterpolationBenchmark.Interpolation: .NET 5.0(Runtime=.NET 5.0)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet ebb49315-7dc1-4daa-b248-def2ed75d2fb.dll --anonymousPipes 5724 3580 --benchmarkName Penguin.InterpolationBenchmark.Interpolation --job ".NET 5.0" --benchmarkId 0 in C:\src\DotNetBenchmarkExamples\bin\Release\net8.0\ebb49315-7dc1-4daa-b248-def2ed75d2fb\bin\Release\net5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.13.10
// Runtime=.NET 5.0.17 (5.0.1722.21314), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: .NET 5.0

WorkloadActual   2: 16777216 op, 1303015400.00 ns, 77.6658 ns/op
WorkloadActual   3: 16777216 op, 1494660900.00 ns, 89.0887 ns/op
WorkloadActual   4: 16777216 op, 1367064300.00 ns, 81.4834 ns/op
WorkloadActual   5: 16777216 op, 1285342100.00 ns, 76.6124 ns/op
WorkloadActual   6: 16777216 op, 1553354500.00 ns, 92.5871 ns/op
WorkloadActual   7: 16777216 op, 1454600100.00 ns, 86.7009 ns/op
WorkloadActual   8: 16777216 op, 1415613300.00 ns, 84.3771 ns/op
WorkloadActual   9: 16777216 op, 1514929200.00 ns, 90.2968 ns/op
WorkloadActual  10: 16777216 op, 1372222600.00 ns, 81.7908 ns/op
WorkloadActual  11: 16777216 op, 1259632000.00 ns, 75.0799 ns/op
WorkloadActual  12: 16777216 op, 1046371300.00 ns, 62.3686 ns/op
WorkloadActual  13: 16777216 op, 853603100.00 ns, 50.8787 ns/op
WorkloadActual  14: 16777216 op, 891410100.00 ns, 53.1322 ns/op
WorkloadActual  15: 16777216 op, 954042700.00 ns, 56.8654 ns/op
WorkloadActual  16: 16777216 op, 885983000.00 ns, 52.8087 ns/op
WorkloadActual  17: 16777216 op, 844488600.00 ns, 50.3354 ns/op
WorkloadActual  18: 16777216 op, 842891500.00 ns, 50.2402 ns/op
WorkloadActual  19: 16777216 op, 814955900.00 ns, 48.5752 ns/op
WorkloadActual  20: 16777216 op, 819262100.00 ns, 48.8318 ns/op
WorkloadActual  21: 16777216 op, 924742200.00 ns, 55.1189 ns/op
WorkloadActual  22: 16777216 op, 939904200.00 ns, 56.0227 ns/op
WorkloadActual  23: 16777216 op, 847019000.00 ns, 50.4863 ns/op
WorkloadActual  24: 16777216 op, 836057200.00 ns, 49.8329 ns/op
WorkloadActual  25: 16777216 op, 809608000.00 ns, 48.2564 ns/op
WorkloadActual  26: 16777216 op, 805468300.00 ns, 48.0097 ns/op
WorkloadActual  27: 16777216 op, 834668700.00 ns, 49.7501 ns/op
WorkloadActual  28: 16777216 op, 832729100.00 ns, 49.6345 ns/op
WorkloadActual  29: 16777216 op, 805445300.00 ns, 48.0083 ns/op
WorkloadActual  30: 16777216 op, 850124400.00 ns, 50.6714 ns/op
WorkloadActual  31: 16777216 op, 912638000.00 ns, 54.3975 ns/op
WorkloadActual  32: 16777216 op, 815962000.00 ns, 48.6351 ns/op
WorkloadActual  33: 16777216 op, 809932400.00 ns, 48.2757 ns/op
WorkloadActual  34: 16777216 op, 828293800.00 ns, 49.3702 ns/op
WorkloadActual  35: 16777216 op, 867554300.00 ns, 51.7103 ns/op
WorkloadActual  36: 16777216 op, 840762500.00 ns, 50.1134 ns/op
WorkloadActual  37: 16777216 op, 828106400.00 ns, 49.3590 ns/op
WorkloadActual  38: 16777216 op, 887125100.00 ns, 52.8768 ns/op
WorkloadActual  39: 16777216 op, 947526300.00 ns, 56.4770 ns/op
WorkloadActual  40: 16777216 op, 1013280200.00 ns, 60.3962 ns/op
WorkloadActual  41: 16777216 op, 935328300.00 ns, 55.7499 ns/op
WorkloadActual  42: 16777216 op, 881384100.00 ns, 52.5346 ns/op
WorkloadActual  43: 16777216 op, 849242800.00 ns, 50.6188 ns/op
WorkloadActual  44: 16777216 op, 852929800.00 ns, 50.8386 ns/op
WorkloadActual  45: 16777216 op, 856114600.00 ns, 51.0284 ns/op
WorkloadActual  46: 16777216 op, 911651600.00 ns, 54.3387 ns/op
WorkloadActual  47: 16777216 op, 897092500.00 ns, 53.4709 ns/op
WorkloadActual  48: 16777216 op, 847491500.00 ns, 50.5144 ns/op
WorkloadActual  49: 16777216 op, 840185300.00 ns, 50.0789 ns/op
WorkloadActual  50: 16777216 op, 857163600.00 ns, 51.0909 ns/op
WorkloadActual  51: 16777216 op, 854326100.00 ns, 50.9218 ns/op
WorkloadActual  52: 16777216 op, 922484300.00 ns, 54.9843 ns/op
WorkloadActual  53: 16777216 op, 946917300.00 ns, 56.4407 ns/op
WorkloadActual  54: 16777216 op, 948668200.00 ns, 56.5450 ns/op
WorkloadActual  55: 16777216 op, 922173000.00 ns, 54.9658 ns/op
WorkloadActual  56: 16777216 op, 859569300.00 ns, 51.2343 ns/op
WorkloadActual  57: 16777216 op, 899285000.00 ns, 53.6016 ns/op
WorkloadActual  58: 16777216 op, 947446300.00 ns, 56.4722 ns/op
WorkloadActual  59: 16777216 op, 893739200.00 ns, 53.2710 ns/op
WorkloadActual  60: 16777216 op, 906858800.00 ns, 54.0530 ns/op
WorkloadActual  61: 16777216 op, 862699000.00 ns, 51.4209 ns/op
WorkloadActual  62: 16777216 op, 879289000.00 ns, 52.4097 ns/op
WorkloadActual  63: 16777216 op, 859119300.00 ns, 51.2075 ns/op
WorkloadActual  64: 16777216 op, 871781500.00 ns, 51.9622 ns/op
WorkloadActual  65: 16777216 op, 950239000.00 ns, 56.6387 ns/op
WorkloadActual  66: 16777216 op, 1005208700.00 ns, 59.9151 ns/op
WorkloadActual  67: 16777216 op, 856867700.00 ns, 51.0733 ns/op
WorkloadActual  68: 16777216 op, 891824200.00 ns, 53.1569 ns/op
WorkloadActual  69: 16777216 op, 865428500.00 ns, 51.5836 ns/op
WorkloadActual  70: 16777216 op, 866319000.00 ns, 51.6366 ns/op
WorkloadActual  71: 16777216 op, 1124159000.00 ns, 67.0051 ns/op
WorkloadActual  72: 16777216 op, 1249105500.00 ns, 74.4525 ns/op
WorkloadActual  73: 16777216 op, 1271887000.00 ns, 75.8104 ns/op
WorkloadActual  74: 16777216 op, 1350994400.00 ns, 80.5255 ns/op
WorkloadActual  75: 16777216 op, 1281810100.00 ns, 76.4018 ns/op
WorkloadActual  76: 16777216 op, 1243439400.00 ns, 74.1148 ns/op
WorkloadActual  77: 16777216 op, 1233119600.00 ns, 73.4997 ns/op
WorkloadActual  78: 16777216 op, 1246795300.00 ns, 74.3148 ns/op
WorkloadActual  79: 16777216 op, 1244863200.00 ns, 74.1996 ns/op
WorkloadActual  80: 16777216 op, 1251655700.00 ns, 74.6045 ns/op
WorkloadActual  81: 16777216 op, 1270455600.00 ns, 75.7251 ns/op
WorkloadActual  82: 16777216 op, 1283389600.00 ns, 76.4960 ns/op
WorkloadActual  83: 16777216 op, 1274826400.00 ns, 75.9856 ns/op
WorkloadActual  84: 16777216 op, 1355931800.00 ns, 80.8198 ns/op
WorkloadActual  85: 16777216 op, 1261805700.00 ns, 75.2095 ns/op
WorkloadActual  86: 16777216 op, 1242369900.00 ns, 74.0510 ns/op
WorkloadActual  87: 16777216 op, 1296675600.00 ns, 77.2879 ns/op
WorkloadActual  88: 16777216 op, 1287235900.00 ns, 76.7252 ns/op
WorkloadActual  89: 16777216 op, 1338593000.00 ns, 79.7864 ns/op
WorkloadActual  90: 16777216 op, 1333341300.00 ns, 79.4733 ns/op
WorkloadActual  91: 16777216 op, 1369793400.00 ns, 81.6460 ns/op
WorkloadActual  92: 16777216 op, 1282779100.00 ns, 76.4596 ns/op
WorkloadActual  93: 16777216 op, 1278864300.00 ns, 76.2263 ns/op
WorkloadActual  94: 16777216 op, 1233396700.00 ns, 73.5162 ns/op
WorkloadActual  95: 16777216 op, 1264970800.00 ns, 75.3981 ns/op
WorkloadActual  96: 16777216 op, 1258328100.00 ns, 75.0022 ns/op
WorkloadActual  97: 16777216 op, 1277387800.00 ns, 76.1382 ns/op
WorkloadActual  98: 16777216 op, 1245635000.00 ns, 74.2456 ns/op
WorkloadActual  99: 16777216 op, 1289956700.00 ns, 76.8874 ns/op
WorkloadActual  100: 16777216 op, 1351161700.00 ns, 80.5355 ns/op

// AfterActualRun
WorkloadResult   1: 16777216 op, 1445871450.00 ns, 86.1807 ns/op
WorkloadResult   2: 16777216 op, 1254832450.00 ns, 74.7938 ns/op
WorkloadResult   3: 16777216 op, 1446477950.00 ns, 86.2168 ns/op
WorkloadResult   4: 16777216 op, 1318881350.00 ns, 78.6115 ns/op
WorkloadResult   5: 16777216 op, 1237159150.00 ns, 73.7404 ns/op
WorkloadResult   6: 16777216 op, 1505171550.00 ns, 89.7152 ns/op
WorkloadResult   7: 16777216 op, 1406417150.00 ns, 83.8290 ns/op
WorkloadResult   8: 16777216 op, 1367430350.00 ns, 81.5052 ns/op
WorkloadResult   9: 16777216 op, 1466746250.00 ns, 87.4249 ns/op
WorkloadResult  10: 16777216 op, 1324039650.00 ns, 78.9189 ns/op
WorkloadResult  11: 16777216 op, 1211449050.00 ns, 72.2080 ns/op
WorkloadResult  12: 16777216 op, 998188350.00 ns, 59.4967 ns/op
WorkloadResult  13: 16777216 op, 805420150.00 ns, 48.0068 ns/op
WorkloadResult  14: 16777216 op, 843227150.00 ns, 50.2603 ns/op
WorkloadResult  15: 16777216 op, 905859750.00 ns, 53.9934 ns/op
WorkloadResult  16: 16777216 op, 837800050.00 ns, 49.9368 ns/op
WorkloadResult  17: 16777216 op, 796305650.00 ns, 47.4635 ns/op
WorkloadResult  18: 16777216 op, 794708550.00 ns, 47.3683 ns/op
WorkloadResult  19: 16777216 op, 766772950.00 ns, 45.7032 ns/op
WorkloadResult  20: 16777216 op, 771079150.00 ns, 45.9599 ns/op
WorkloadResult  21: 16777216 op, 876559250.00 ns, 52.2470 ns/op
WorkloadResult  22: 16777216 op, 891721250.00 ns, 53.1507 ns/op
WorkloadResult  23: 16777216 op, 798836050.00 ns, 47.6143 ns/op
WorkloadResult  24: 16777216 op, 787874250.00 ns, 46.9610 ns/op
WorkloadResult  25: 16777216 op, 761425050.00 ns, 45.3845 ns/op
